bib_id,abbreviation,authors,title,type,ref,file,num_pages
sujato2025maratajjaniyasutta,Sujato. “Māratajjanīyasutta.” ,Sujato,Middle Discourses 50: The Rebuke of Māra (Māratajjanīyasutta),document,"Sujato, Bhikkhu. “Middle Discourses 50: The Rebuke of Māra (Māratajjanīyasutta).” Sutta Central. Accessed February 24, 2025. https://suttacentral.net/mn50/en/sujato .",sujato2025maratajjaniyasutta.pdf,10
goto2007butsu,Gotō. “Butsu Hongyō Kyō.”,Gotō,"Butsu Hongyō Kyō, Shi Tennō Kyō No Kan’yakusha 仏本行経・四天王経の漢訳者",article,"Gotō Gijō 後籐義乗. “Butsu Hongyō Kyō, Shi Tennō Kyō No Kan’yakusha 仏本行経・四天王経の漢訳者.” *IBK* 印度學佛教學研究 55, no. 2 (2007): 982–978.",,
thanissaro2013phena,Thanissaro. “Phena Sutta.”,Thanissaro,Phena Sutta: Foam,document,"Thanissaro Bhikkhu. “Phena Sutta: Foam.” Access to Insight (BCBS Edition), 2013. SN 22.95. Saṃyutta Nikāya. https://www.accesstoinsight.org/tipitaka/sn/sn22/sn22.095.than.html .",thanissaro2013phena.pdf,5
thanissaro2010pamadavihari,Thanissaro. “Pamadavihari.”,Thanissaro,Pamadaviharin Sutta: Dwelling in Heedlessness,document,"Thanissaro Bhikkhu. “Pamadaviharin Sutta: Dwelling in Heedlessness.” Access to Insight (BCBS Edition), 2010. SN 35.97. Saṃyutta Nikāya. https://www.accesstoinsight.org/tipitaka/sn/sn35/sn35.097.than.html .",thanissaro2010pamadavihari.pdf,3
thanissaro2013ajaniya,Thanissaro. “Ajaniya Sutta.”,Thanissaro,Ajaniya Sutta: The Thoroughbred,document,"Thanissaro Bhikkhu. “Ajaniya Sutta: The Thoroughbred.” Access to Insight (BCBS Edition), 2013. AN 3-94. Anguttaranikaya. https://www.accesstoinsight.org/tipitaka/an/an03/an03.094.than.html .",thanissaro2013ajaniya.pdf,2
thanissaro2025khaḷunka,Thanissaro. “Khaḷuṅka.”,Thanissaro,Unruly: Khaḷuṅka Sutta,document,"Thanissaro Bhikkhu. “Unruly: Khaḷuṅka Sutta.” Dhamma Talks. AN 8:14. Anguttaranikaya. Accessed March 3, 2025. https://www.dhammatalks.org/suttas/AN/AN8_14.html .",thanissaro2025khaḷunka.pdf,1
matsuda1988biography,Matsuda. “Buddha’s Biography.”,Matsuda,Chinese Versions of the Buddha’s Biography,article,"Matsuda, Yuko. “Chinese Versions of the Buddha’s Biography.” *Journal of Indian and Buddhist Studies (Indogaku Bukkyogaku Kenkyu)* 37, no. 1 (1988): 489–480.",matsuda1988biography.pdf,10
thanissaro2013nuruddha,Thanissaro. “Anuruddha Sutta.” ,Thanissaro,Anuruddha Sutta: To Anuruddha,document,"Thanissaro Bhikkhu. “Anuruddha Sutta: To Anuruddha.” Access to Insight (BCBS Edition), 2013. AN 8.30. Anguttara Nikaya. https://www.accesstoinsight.org/tipitaka/an/an08/an08.030.than.html .",thanissaro2013nuruddha.pdf,8
thanissaro2004mula,Thanissaro. “Mula Sutta.”,Thanissaro,Mula Sutta: Rooted,document,"Thanissaro Bhikkhu. “Mula Sutta: Rooted.” Access to Insight (BCBS Edition), 2004. AN 10.58. Anguttara Nikaya. https://www.accesstoinsight.org/tipitaka/an/an10/an10.058.than.html .",thanissaro2004mula.pdf,4
zhanghui2004shenyue,Zhanghui. “Shenyue Jing.”,Zhanghui,Research on the Status and Title of the Shenyue Jing (Srigupta Sutra)《 申曰經》 經本定位與經題考,article,"Zhanghui, Shi 釋章慧. “Research on the Status and Title of the Shenyue Jing (Srigupta Sutra)《 申曰經》 經本定位與經題考.” Chung-Hwa Buddhist Studies 中華佛學研究, 2004, 51–110, https://www.airitilibrary.com/Article/Detail/P20160922001-200403-201612060006-201612060006-51-110 .",zhanghui2004shenyue.pdf,60
zurcher1982moonlight,Zürcher. “Prince Moonlight.”,Zürcher,‘Prince Moonlight’. Messianism and Eschatology in Early Medieval Chinese Buddhism.,article,"Zürcher, Erik. “‘Prince Moonlight’. Messianism and Eschatology in Early Medieval Chinese Buddhism.” T’oung Pao 68, no. Livr. 1/3 (1982): 1–75.",zurcher1982moonlight.pdf,75
nyanaponika1998vatthupama,Nyanaponika. “Vatthupama Sutta.”,Nyanaponika,Vatthupama Sutta: The Simile of the Cloth,document,"Nyanaponika Thera. “Vatthupama Sutta: The Simile of the Cloth.” Access to Insight (BCBS Edition), 1998. MN 7. Majjhima Nikaya. https://www.accesstoinsight.org/tipitaka/mn/mn.007.nypo.html .",nyanaponika1998vatthupama.pdf,21
greene2014healing,Greene. “Healing.”,Greene,Healing Breaths and Rotting Bones: On the Relationship between Buddhist and Chinese Meditation Practices during the Eastern Han and Three Kingdoms Period,article,"Greene, Eric M. “Healing Breaths and Rotting Bones: On the Relationship between Buddhist and Chinese Meditation Practices during the Eastern Han and Three Kingdoms Period.” Journal of Chinese Religions 42, no. 2 (2014): 145–84.",greene2014healing.pdf,40
sujato2025lakkhanasutta,Sujato. “Lakkhaṇasutta.”,Sujato,Lakkhaṇasutta: The Marks of a Great Man,document,"Sujato, Bhikkhu. “Lakkhaṇasutta: The Marks of a Great Man.” Sutta Central. Dīgha Nikāya. Accessed March 9, 2025. https://suttacentral.net/dn30/en/sujato .",sujato2025lakkhanasutta.pdf,24
balkwill2021unsullied,Balkwill. “Unsullied.”,Balkwill,Sūtra of the Unsullied Worthy Girl as Spoken by the Buddha,article,"Balkwill, Stephanie. “Sūtra of the Unsullied Worthy Girl as Spoken by the Buddha.” *Journal of Chinese Buddhist Studies*= 中華佛學學報 34 (2021): 5–26. https://chinesebuddhiststudies.org/wp-content/uploads/jcbs3402_Balkwill5-26.pdf .",balkwill2021unsullied.pdf,20
funayama2013sutras,Funayama. “Sutras.”,Funayama,Making Sutras into Classics (Jingdian): How Buddhist Scriptures Were Translated into Chinese 仏典はどう漢訳されたのか: スートラが経典になるとき,book,"Funayama, Toru 船山徹. “Making Sutras into Classics (Jingdian): How Buddhist Scriptures Were Translated into Chinese 仏典はどう漢訳されたのか: スートラが経典になるとき.” Tokyo: Iwanami Shoten 岩波書店, 2013.",,
committee2016doctrinal,Committee for the Authorized Translations of Won-Buddhist Scriptures. *Doctrinal Books.*,Committee for the Authorized Translations of Won-Buddhist Scriptures,The Doctrinal Books of Won-Buddhism,book,"Committee for the Authorized Translations of Won-Buddhist Scriptures. *The Doctrinal Books of Won-Buddhism.* Iksan: Wonkwang Publishng, 2016.",,
karashima2005qiuluzi,Karashima and Nattier. “Qiuluzi.”,Karashima and Nattier,"Qiuluzi 秋露子, An Early Chinese Name for Sariputra",paper,"Karashima, Seishi, and Jan Nattier. “Qiuluzi 秋露子, An Early Chinese Name for Sariputra.” In Annual Report of The International Research Institute for Advanced Buddhology at Soka University for the Academic Year 2004, 8:361–76. 八王子: 創価大学・国際仏教学高等研究所, 2005. https://iriab.soka.ac.jp/publication/aririab.html .",karashima2005qiuluzi.pdf,16
fang2023ten,Fang and Lu. “Ten Years.”,Fang and Lu,An Overview of Recent Ten Years Studies of the Attribution of the Chinese Buddhist Translation from a Linguistic Perspective 近十余年从语言角度考辨可疑佛经成果的回顾与展望,article,"Fang, Yixin 方一新 and Lu, Lu 卢鹭. “An Overview of Recent Ten Years Studies of the Attribution of the Chinese Buddhist Translation from a Linguistic Perspective 近十余年从语言角度考辨可疑佛经成果的回顾与展望.” Journal of Zhejiang University (Humanities and Social Sciences Online Edition) 浙江大学学报 (人文社会科学版) 53, no. 2 (2023): 5–28.",fang2023ten.pdf,24
greene2016vegetarianism,Greene. “Vegetarianism.”,Greene,A Reassessment of the Early History of Chinese Buddhist Vegetarianism,article,"Greene, Eric M. “A Reassessment of the Early History of Chinese Buddhist Vegetarianism.” Asia Major, 2016, 1–43. https://www1.ihp.sinica.edu.tw/Publications/AsiaMajor/1030 .
",greene2016vegetarianism.pdf,43
link1958taoan,Link. “Tao-An.”,Link,Biography of Shih Tao-An,article,"Link, Arthur E. “Biography of Shih Tao-An.” T’oung Pao 46, no. Livr. 1/2 (1958): 1–48.",link1958taoan.pdf,48
thanissaro2025velama,Ṭhānissaro. “Velāma Sutta.”,Thanissaro,About Velāma Velāma Sutta  (AN 9:20),document,"Ṭhānissaro Bhikkhu. “About Velāma Velāma Sutta  (AN 9:20).” Dhamma Talks. Accessed March 29, 2025. https://www.dhammatalks.org/suttas/AN/AN9_20.html .",thanissaro2025velama.pdf,
hung2010quantitative,"Hung, Bingenheimer, and Wiles. “Quantitative Evidence.”","Hung, Bingenheimer, and Wiles",Quantitative Evidence for a Hypothesis Regarding the Attribution of Early Buddhist Translations,article,"Hung, Jen-Jou, Marcus Bingenheimer, and Simon Wiles. “Quantitative Evidence for a Hypothesis Regarding the Attribution of Early Buddhist Translations.” Literary and Linguistic Computing 25, no. 1 (2010): 119–34.
https://academic.oup.com/dsh/article-abstract/25/1/119/927241 .",,
cole1998mothers,Cole. *Mothers and Sons.*,Cole,Mothers and Sons in Chinese Buddhism,book,"Cole, R. Alan. *Mothers and Sons in Chinese Buddhism.* Stanford, California: Stanford University Press, 1998.",,
hayashiya1945iyaku,Hayashiya. *Iyaku Kyōrui*,Hayashiya,*Iyaku Kyōrui No Kenkyū*‚ 異譯經類の研究,book,"Hayashiya, Tomojirō. *Iyaku Kyōrui No Kenkyū*‚ 異譯經類の研究. Tokyo: Tōyō bunko, 1945.",,
silk1997guan,Silk. “Guan Wuliangshoufo-Jing.”,Silk,The Composition of the Guan Wuliangshoufo-Jing: Some Buddhist and Jaina Parallels to Its Narrative Frame,article,"Silk, Johnathan A. “The Composition of the Guan Wuliangshoufo-Jing: Some Buddhist and Jaina Parallels to Its Narrative Frame.” *Journal of Indian Philosophy* 25, no. 2 (1997): 181–256.",,
lo2015daughters,Lo. “Daughters-in-Law.”,Lo,Recovering a Buddhist Voice on Daughters-in-Law: The Yuyenü Jing,article,"Lo, Yuet Keung. “Recovering a Buddhist Voice on Daughters-in-Law: The Yuyenü Jing.” *History of Religions* 44, no. 4 (2005): 318–50.",lo2015daughters.pdf,32
shaku2022dreams,"Shaku. “Dreams,”",Shaku,Ānanda’s Seven Dreams Sūtra,document,"Shaku, Shingan. “Ānanda’s Seven Dreams Sūtra,” 2022. https://mbingenheimer.net/tools/bibls/shaku.2022.t494.pdf .",shaku2022dreams.pdf,2
karashima2011liyong,Karashima. “Liyong.” ,Karashima,利用 「翻版」 研究中古漢語演變: 以《 道行般若經》「異譯」 與《 九色鹿經》 為例,article,Karashima Seishi 辛嶋静志. “利用 「翻版」 研究中古漢語演變: 以《 道行般若經》「異譯」 與《 九色鹿經》 為例.” Zhongzheng Daxue Zhongwen Xueshu Niankan 中正大學中文學術年刊 18 (2011): 165–88. https://ccjournal.ccu.edu.tw/var/file/58/1058/img/173/18_07.pdf .,,
nattier2014thus,Nattier. “Thus Have I Heard.”,Nattier,"Now You Hear It, Now You Don’t: The Phrase ‘Thus Have I Heard’in Early Chinese Buddhist Translations",book section,"Nattier, Jan. “Now You Hear It, Now You Don’t: The Phrase ‘Thus Have I Heard’in Early Chinese Buddhist Translations.” In *Buddhism Across Asia: Networks of Material, Intellectual and Cultural Exchange*, edited by Tansen Sen, 1:39–64. Singapore: Institute of Southeast Asian Studies and Manohar Publishers & Distributors, 2014.",nattier2014thus.pdf,25
chandra1977hariti,Chandra. “Hariti.”,Chandra,An Indonesian Copper-Plate; Sanskrit Inscription Cum Drawing of Hariti,article,"Chandra, Lokesh. “An Indonesian Copper-Plate; Sanskrit Inscription Cum Drawing of Hariti.” *Bijdragen Tot de Taal-, Land-En Volkenkunde*, no. 4de Afl (1977): 466–71.",chandra1977hariti.pdf,5
padma2011hariti,Padma. “Hariti.”,Padma,"Hariti: Village Origins, Buddhist Elaborations and Saivite Accommodations",article,"Padma, Sree. “Hariti: Village Origins, Buddhist Elaborations and Saivite Accommodations.” *Asian and African Area Studies* 11, no. 1 (2011): 1–17.",padma2011hariti.pdf,17
bivar1970hariti,Bivar. “Hāritī.”,Bivar,Hāritī and the Chronology of the Kuṣāṇas,article,"Bivar, ADH. “Hāritī and the Chronology of the Kuṣāṇas.” *Bulletin of the School of Oriental and African Studies* 33, no. 1 (1970): 10–21.",bivar1970hariti.pdf,11
bagchi2024demoness,Bagchi. “Demoness Hariti.”,Bagchi,"Demoness Hariti: Mythology, Art and Dissemination in South and Southeast Asia",article,"Bagchi, Pallabi. “Demoness Hariti: Mythology, Art and Dissemination in South and Southeast Asia.” *Heritage: Journal of Multidisciplinary Studies in Archaeology* 11, no. 2 (2024): 648–61.",bagchi2024demoness.pdf,13
shi2024deity,Shi. “Deity to Demon.”,Shi ,From Deity to Demon: The Rise and Fall of Hārītī Worship in China,article,"Shi, Mengjie. “From Deity to Demon: The Rise and Fall of Hārītī Worship in China.” *Humanities and Social Sciences Communications* 11, no. 1 (2024): 1–15. https://www.nature.com/articles/s41599-024-02633-1 .",,
balkwill2016transforming,Balkwill. “Transforming.”,Balkwill,The Sūtra on Transforming the Female Form: Unpacking an Early Medieval Chinese Buddhist Text,article,"Balkwill, Stephanie. “The Sūtra on Transforming the Female Form: Unpacking an Early Medieval Chinese Buddhist Text.” *Journal of Chinese Religions* 44, no. 2 (2016): 127–48.",balkwill2016transforming.pdf,22
chen2018zambasta,Chen and Sanclemente. “Zambasta (I).”,Chen and Sanclemente,Mahāyāna Sūtras in Khotan: Quotations in Chapter 6 of the Book of Zambasta (I),article,"Chen, Ruixuan, and Diego Loukota Sanclemente. “Mahāyāna Sūtras in Khotan: Quotations in Chapter 6 of the Book of Zambasta (I).” *Indo-Iranian Journal* 61, no. 2 (2018): 131–75.
",chen2018zambasta.pdf,44
duan2007chinese,Duan. “Chinese Parallel.”,Duan,The Maitrī-Bhāvanā-Prakaraṇa: A Chinese Parallel to the Third Chapter of the Book of Zambasta,book section,"Duan, Qing. “The Maitrī-Bhāvanā-Prakaraṇa: A Chinese Parallel to the Third Chapter of the Book of Zambasta.” In *Iranian Languages and Texts from Iran and Turfan: Ronald E. Emmerick Memorial Volume*, edited by Maria Macuch, Mauro Maggi, and Werner Sundermann, 39–58, 2007.",,
matsumura2018tigress,Matsumura. “Starving Tigress.”,Matsumura,"The Sūtra Illustrating the Origins of the Stūpa Commemorating Bodhisattva’s Body-Sacrifice to Save a Starving Tigress, Transmitted in Gandhāra: Text and English Translation",article,"Matsumura, Junko. “The Sūtra Illustrating the Origins of the Stūpa Commemorating Bodhisattva’s Body-Sacrifice to Save a Starving Tigress, Transmitted in Gandhāra: Text and English Translation.” *Journal of Ñāṇasaṃvara Centre for Buddhist Studies (JNCBS)* 1 (2018): 125-162.",matsumura2018tigress.pdf,37
matsumura2010jataka,Matsumura. “Vyaghri-Jataka.”,Matsumura,The Vyaghri-Jataka Known to Sri Lankan Buddhists and Its Relation to the Northern Buddhist Versions,article,"Matsumura, Junko. “The Vyaghri-Jataka Known to Sri Lankan Buddhists and Its Relation to the Northern Buddhist Versions.” *Journal of Indian and Buddhist Studies (Indogaku Bukkyogaku Kenkyu)* 58, no. 3 (2010): 1164–72.",matsumura2010jataka.pdf,8
buswell2017vajrasamadhi,Buswell. *The Vajrasamadhi-Sutra.*,Buswell,"The Formation of Ch’an Ideology in China and Korea: The Vajrasamadhi-Sutra, a Buddhist Apocryphon",book,"Buswell, Robert E. *The Formation of Ch’an Ideology in China and Korea: The Vajrasamadhi-Sutra, a Buddhist Apocryphon.* Princeton Library of Asian Translations. Princeton, NJ: Princeton University Press, 2017.",,
yang2015mahaprajapati,Yang. *Mahaprajapati*.,Yang,The Mahaprajapati Bhikkhuni Sutra,book,"Yang, Cheming. *The Mahaprajapati Bhikkhuni Sutra*. Tainan, Taiwan: Famiao Sutra Printing Assocation, 2015. https://mbingenheimer.net/tools/bibls/yang_cheming.2015.TheMaha-prajapatiBhiksuniSutra.pdf .",yang2015mahaprajapati.pdf,127
heirman2001nuns,Heirman. “Nuns.”,Heirman,Chinese Nuns and Their Ordination in Fifth Century China,article,"Heirman, Ann. “Chinese Nuns and Their Ordination in Fifth Century China.” *Journal of the International Association of Buddhist Studies*, 2001, 275–304.",heirman2001nuns.pdf,30
hirakawa1960ritsuzo,Hirakawa. *Ritsuzō *,Hirakawa,Ritsuzō No Kenkyū 律蔵の研究,book,"Hirakawa, Akira 平川彰. *Ritsuzō No Kenkyū* 律蔵の研究. Shunjūsha, 1960.",,
mukhopadhyaya1954sardulakarnavadana,Mukhopadhyaya. *Śārdūlakarṇāvadāna.*,Mukhopadhyaya,The Śārdūlakarṇāvadāna,book,"Mukhopadhyaya, Sujitkumar. *The Śārdūlakarṇāvadāna.* Sanniketan: Viśvabharati, 1954. https://archive.org/details/in.ernet.dli.2015.553700/page/n233/mode/2up?view=theater .",,
yuan2019san,Yuan. “San Hui Jing.”,Yuan,"San Hui Jing de Chaozhuan Yu Chengshu Niandai 《三慧经》的抄撰与成书年代考
",article,"Yuan, Wenguang 元文广. “San Hui Jing de Chaozhuan Yu Chengshu Niandai 《三慧经》的抄撰与成书年代考.” 佛教研究 4 (2019): 144–49.",yuan2019san.pdf,5
naitō1955dai,Naitō. “Dai.”,Naitō,Dai Hōben Butsu Hō’on Kyō Ni Tsuite 大方便佛報恩經について,article,"Naitō Ryūo 内藤龍雄. “Dai Hōben Butsu Hō’on Kyō Ni Tsuite 大方便佛報恩經について.” IBK 印度學佛教學研究 3, no. 2 (1955): 695–97.",naitō1955dai.pdf,4
supalaset2009dai,Supalaset. “Dai.”,Supalaset,『大方便仏報恩経』 の成立問題,article,"Supalaset, Sumet. “『大方便仏報恩経』 の成立問題.” 印度學佛教學研究 57, no. 2 (2009): 979–976.",supalaset2009dai.pdf,4
palumbo2013ekottarikaagama,Palumbo. *Ekottarikaāgama.*,Palumbo,An Early Chinese Commentary on the Ekottarikaāgama: The Fenbie Gongde Lun 分別功德論 and the History of the Translation of the Zengyi Ahan Jing 增一阿含經,book,"Palumbo, Antonello. *An Early Chinese Commentary on the Ekottarikaāgama: The Fenbie Gongde Lun 分別功德論 and the History of the Translation of the Zengyi Ahan Jing 增一阿含經.* Taipei: Dharma Drum Publishing Corp, 2013. http://agamaresearch.dila.edu.tw/wp-content/uploads/2013/10/Palumbo-2013.pdf .",,
