term,term_introduced_by,valid_terminology,hanyu_pinyin,translation_type,english_equivalent,sanskrit_equivalent,old_chinese,later_han,middle_chinese,notes,document_frequency,error,validation
波伽羅那經,Daotai and Buddhavarman,True,bō jiā luó nà jīng,Mixed,Bokarṇa Sūtra,Bokarṇaparipṛcchā Sūtra,?,?,?,"This is a Mahāyāna sūtra that features the Bodhisattva Bokarṇa. The '經' (jīng) part is a semantic translation for 'sūtra', while '波伽羅那' (Bokarṇa) is a transliteration of the Bodhisattva's name.",2,,
富那奢,Daotai and Buddhavarman,True,Fùnàshē,Transliteration,Punarvasu (the seventh of the 27 lunar mansions/Nakṣatras),Punarvasu,*pus na sra,puH na ṣya,puH na ṣya,"Punarvasu (पुनर्वसु) is the seventh of the 27 Nakṣatras (lunar mansions) in Indian astronomy and astrology, which were adopted into Buddhist cosmology. It is associated with the constellation Gemini.",2,,
法身經,Daotai and Buddhavarman,True,fǎ shēn jīng,Semantic,Dharmakāya Sūtra,Dharmakāya-sūtra,,,,"Refers to a Buddhist scripture, often associated with texts that elucidate the concept of the Dharmakāya, one of the three bodies (trikāya) of a Buddha. There are various texts that might be referred to as a 'Dharmakāya Sūtra', depending on the specific tradition or collection.",2,,
長養,Daotai and Buddhavarman,True,cháng yǎng,Semantic,"foster, nourish, nurture, cultivate, promote the growth of","poṣaṇa, vardhana",?,?,?,"Refers to fostering or cultivating wholesome dharmas, spiritual qualities, or sentient beings.",3,,
增語觸,Daotai and Buddhavarman,True,zēngyǔchù,Semantic,contact with proliferation,prapañca-sparśa,,,,"Refers to a type of contact (觸) that leads to or is associated with mental or conceptual proliferation (增語, prapañca), often leading to further suffering or attachment. It is one of the three types of contact (三觸), along with unproliferated contact (無增語觸, nirprapañca-sparśa) and neither proliferated nor unproliferated contact (非增語非無增語觸, naivaprapañca-nāprapañca-sparśa).",2,,
婬欲愛,Daotai and Buddhavarman,True,yín yù ài,Semantic,lustful craving and attachment; love of sensual desire,kāma-rāga,?,?,?,"This term refers to the attachment and craving for sensual pleasures, particularly lustful desires. It is considered a significant defilement (kleśa) in Buddhism, leading to suffering and rebirth within the cycle of saṃsāra.",4,,
資生愛,Daotai and Buddhavarman,True,zǐ shēng ài,Semantic,craving for the requisites of life,jīvitaparigraheṣu tṛṣṇā,,,,"This term refers to the attachment or craving for the material necessities (such as food, clothing, shelter, and medicine) required for one's existence. It is often categorized as one of the types of 'love' (愛, tṛṣṇā, craving) in Buddhist psychology, particularly within the five types of love in some classifications.",2,,
波奢,Daotai and Buddhavarman,True,bō shē,Transliteration,"power, control, mastery, authority",vaśa,"波: /*pˤaj/, 奢: /*srjaj/","波: pa, 奢: ɕja","波: pua, 奢: syæ","波奢 is a direct transliteration of the Sanskrit word vaśa, meaning power, control, or mastery. It is often found in compounds or used to denote various forms of spiritual or mundane authority.",2,,
不隱沒,Daotai and Buddhavarman,True,bù yǐnmò,Semantic,unobscured; imperishable; not to disappear,anābhavana; avināśa,,,,"Refers to qualities, the Dharma, or the Buddha's light that do not fade, disappear, or become obscured. Emphasizes an enduring and manifest nature.",2,,
福分,Daotai and Buddhavarman,False,fú fèn,Generic phrase,good fortune; blessings; one's lot in life,,?,?,?,"While '福' (blessing/merit) is a fundamental Buddhist concept, '福分' is a common, non-technical Chinese phrase referring to one's share of good fortune or blessings, not a specific Buddhist technical term or idiom.",2,,
苦觸,Daotai and Buddhavarman,True,kǔ chù,Semantic,Painful contact; unpleasant contact,duḥkha-sparśa,,,,"One of the three types of contact (sparśa), referring to contact experienced as painful or leading to suffering. It is contrasted with pleasant contact (sukha-sparśa) and neutral contact (aduhkhā-sukha-sparśa). This concept is fundamental in Buddhist psychology and the chain of dependent origination.",3,,
數滅,Daotai and Buddhavarman,True,shù miè,Semantic,cessation through analytical wisdom; deliberate cessation,pratisaṃkhyā-nirodha,?,?,?,"In Abhidharma philosophy, particularly Sarvāstivāda, this refers to the permanent cessation of defilements and suffering achieved through wisdom and discernment (pratisaṃkhyā). It is one of the three unconditioned dharmas (asaṃskṛta-dharma) and is contrasted with 'non-deliberate cessation' (非數滅, apraisaṃkhyā-nirodha).",15,,
精勤苦行,Daotai and Buddhavarman,True,Jīngqín kǔxíng,Buddhist idiom,diligent ascetic practices; assiduous asceticism; strenuous ascetic practices,Duṣkaracaryā,,,,"This four-character phrase describes the rigorous and painstaking ascetic practices undertaken by practitioners, often referring to practices leading to spiritual purification or enlightenment. It can describe the Buddha's own asceticism before his enlightenment.",3,,
施福,Daotai and Buddhavarman,True,shī fú,Semantic,To bestow blessings; to give merit,puṇyaprada,l̥ij pjuwk,syij puwk,syii pjuwk,"This term describes the act of performing good deeds or offering gifts (dāna) that generate positive karma or merit (puṇya), leading to blessings or good fortune. It is a common concept in Mahayana Buddhism, emphasizing the accumulation of merit through virtuous actions.",2,,
信解脫道,Daotai and Buddhavarman,True,xìn jiě tuō dào,Semantic,path to liberation through faith; path of emancipation by faith and understanding,śraddhā-vimokṣa-mārga; śraddhā-vimukti-mārga,,,,"This term refers to the path or way leading to liberation (vimokṣa/vimukti) achieved primarily through faith (śraddhā) and understanding. It is one of the paths to arhathood, often contrasted with the 'wisdom-liberated' (慧解脫, prajñā-vimukta) path.",3,,
見到道,Daotai and Buddhavarman,False,jiàndàodào,Partial term,To reach the Path of Seeing,,?,?,?,"This phrase is not a standard, recognized technical term in Buddhist terminology. While '見道' (jiàndào) is a core Buddhist technical term corresponding to *darśanamārga* (Path of Seeing), the addition of '到' (dào) makes '見到道' a descriptive phrase meaning ""to perceive and attain the Path (of Seeing),"" rather than a fixed technical term itself. As such, it does not have a direct Sanskrit equivalent.",2,,
時解脫道,Daotai and Buddhavarman,True,shí jiě tuō dào,Semantic,path of timed liberation,kālavimuktimārga,,,,"This term refers to a path to liberation that is dependent on time or opportune conditions, requiring an appropriate time for practice and realization. It is often contrasted with '不時解脫道' (akālavimuktimārga), which signifies unwavering liberation not dependent on specific times or circumstances.",4,,
不時解脫道,Daotai and Buddhavarman,True,bù shí jiě tuō dào,Semantic,Path of unfixed liberation; Path of untimely liberation,akālavimuktimārga,?,?,?,"This term refers to the path leading to 'unfixed liberation' (akālavimukti), which is attained by an arhat irrespective of specific times, conditions, or intensive meditative practices. It contrasts with 'timely liberation' (shí jiětuō), which is dependent on cultivating samatha and vipassana under certain conditions. This is one of the two categories of arhats based on their mode of liberation.",2,,
三不共念處,Daotai and Buddhavarman,True,sān bùgòng niànchù,Semantic,three uncommon foundations of mindfulness,trīṇi asādhāraṇa-smṛty-upasthānāni,?,?,?,"This refers to three specific characteristics or practices of a Buddha, which are exclusive to him and distinguish him from śrāvakas and pratyekabuddhas. According to the Sarvāstivāda system, these are three of the eighteen āveṇika-dharmas (special qualities of a Buddha). They are:
1. Not being negligent when teaching others (教示他時無有誤失).
2. Not being negligent when observing sentient beings' faculties (觀察有情根時無有誤失).
3. Not being negligent when observing sentient beings' dispositions (觀察有情種種欲時無有誤失).",3,,
六智,Daotai and Buddhavarman,True,liù zhì,Semantic,six kinds of wisdom,ṣaḍjñāna,?,?,?,"Refers to various enumerations of six kinds of wisdom or knowledge in Buddhist teachings, such as the six abhijñā (super-knowledges/supernormal powers) or specific wisdoms related to the Four Noble Truths.",4,,
不動阿羅漢,Daotai and Buddhavarman,True,bùdòng āluóhàn,Mixed,Immovable Arhat,Acala Arhat,?,?,?,"不動 (bùdòng) means 'immovable' or 'unshakeable', which is a semantic translation. 阿羅漢 (āluóhàn) is a transliteration of 'Arhat', hence the 'Mixed' translation type.",2,,
愛相,Daotai and Buddhavarman,True,ài xiàng,Semantic,characteristic of craving/desire,tṛṣṇā-lakṣaṇa,,,,"Refers to the manifestation or characteristic features of craving, desire, or attachment (愛, ài), often associated with the causes of suffering in Buddhist doctrine. The character 相 (xiàng) here means 'characteristic', 'aspect', or 'sign'.",2,,
無始已來,Daotai and Buddhavarman,True,wúshǐ yǐlái,Semantic,from beginningless time,anādikāla,?,?,?,"A fundamental concept in Buddhist philosophy, referring to the beginningless nature of existence in samsara and the vast duration of karmic accumulation without a discernible starting point.",3,,
決定法,Daotai and Buddhavarman,True,juédìng fǎ,Semantic,definite Dharma; determined teaching; established doctrine; certain method,niyata-dharma,,,,"Refers to a teaching or doctrine that is fixed, certain, or determined, often in contrast to 'undetermined Dharma' (不定法). It signifies a definite path or spiritual destiny, such as the definite attainment of Buddhahood. 'Niyata' means fixed, certain, determined.",2,,
畜生趣,Daotai and Buddhavarman,True,chùshēng qù,Semantic,animal realm; animal rebirth; state of animals,tiryag-yoni; tiryagyoni-gati,,,,"畜生趣 (chùshēng qù) refers to the animal realm, which is one of the six realms of existence (gati) in Buddhist cosmology. Beings reborn into this realm typically experience suffering, driven by instinct and ignorance. It is often considered one of the three lower realms (evil destinies or apāya).",11,,
手天子,Daotai and Buddhavarman,False,shǒu tiānzǐ,Partial term,Hand Son of Heaven,N/A,,,,"The combination '手天子' does not appear to be a recognized or standard Buddhist technical term. While '天子' (Son of Heaven, Emperor) is found in Buddhist texts, often referring to a devaputra (天子, lit. 'son of deva'), the compound '手天子' (literally 'Hand Son of Heaven' or 'Hand Emperor') is not a specific Buddhist concept or recognized term.",2,,
緣義,Daotai and Buddhavarman,True,yuán yì,Semantic,Meaning of conditions/causes,pratyayārtha,?,?,?,"Refers to the meaning or explanation (義) of '緣' (conditions, causes), often in the context of dependent origination (pratītyasamutpāda) or the twelve nidānas. It can also be interpreted as the doctrinal meaning related to conditions.",2,,
毘尼師,Daotai and Buddhavarman,True,pí ní shī,Mixed,Vinaya Master,vinayācārya,?,?,?,"The term '毘尼' (pí ní) is a transliteration of the Sanskrit 'vinaya' (the monastic disciplinary code), while '師' (shī) is a semantic translation meaning 'master' or 'teacher'.",2,,
阿尼盧頭,Daotai and Buddhavarman,True,ā ní lú tóu,Transliteration,Aniruddha,Aniruddha,*ʔa *nɨ *lˤa *dˤu,ʔa ni lu dou,ʔa nie lu dou,"This is a variant transliteration of Aniruddha, one of the ten principal disciples of Śākyamuni Buddha, known for his divine sight (devacakṣus).",2,,
