term,term_introduced_by,document_frequency
分別事識,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無量善解脫,"Guṇabhadra, Baoyun, Puti, and Fayong",1
現法利益,"Guṇabhadra, Baoyun, Puti, and Fayong",1
恒沙等所應斷法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
開引功德禪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無作聖諦義,"Guṇabhadra, Baoyun, Puti, and Fayong",1
牟尼牛王尊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非家行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
變壞磨滅之法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
身不弊暴,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善方便精進,"Guṇabhadra, Baoyun, Puti, and Fayong",1
厭離智慧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
掉悔養,"Guṇabhadra, Baoyun, Puti, and Fayong",1
於苦集滅道離疑,"Guṇabhadra, Baoyun, Puti, and Fayong",1
親承說法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
身行息出息,"Guṇabhadra, Baoyun, Puti, and Fayong",1
已拔陰根本,"Guṇabhadra, Baoyun, Puti, and Fayong",1
隨六憂行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺想地轉,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正向欣樂真如善法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非蛇行法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
綺錯繢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
執受相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
於彼欲無欲,"Guṇabhadra, Baoyun, Puti, and Fayong",1
令覺一切苦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有愛之結縛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
一性一乘,"Guṇabhadra, Baoyun, Puti, and Fayong",1
觀察義禪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有上功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
莫增長有,"Guṇabhadra, Baoyun, Puti, and Fayong",1
憂慼隱覆,"Guṇabhadra, Baoyun, Puti, and Fayong",1
人天繩索,"Guṇabhadra, Baoyun, Puti, and Fayong",1
色習氣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
真諦之妙說,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大闇地獄,"Guṇabhadra, Baoyun, Puti, and Fayong",1
我知我見覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
修禪功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法津澤,"Guṇabhadra, Baoyun, Puti, and Fayong",1
殺生惡業,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不恐地,"Guṇabhadra, Baoyun, Puti, and Fayong",1
深法際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死難度岸,"Guṇabhadra, Baoyun, Puti, and Fayong",1
思惟定斷行成就如意足,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸根寂靜樂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
阿時婆外道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
意蛇行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
修習勝妙道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸覺分,"Guṇabhadra, Baoyun, Puti, and Fayong",1
陰蓋凡夫,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死後際等,"Guṇabhadra, Baoyun, Puti, and Fayong",1
皮筋骨立,"Guṇabhadra, Baoyun, Puti, and Fayong",1
離苦得寂滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
滅生死長縻,"Guṇabhadra, Baoyun, Puti, and Fayong",1
我卑覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
摧滅我慢幢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不善所長養喜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
隨事別施設,"Guṇabhadra, Baoyun, Puti, and Fayong",1
楞伽山,"Guṇabhadra, Baoyun, Puti, and Fayong",1
波羅揵荼,"Guṇabhadra, Baoyun, Puti, and Fayong",1
自厭之偈,"Guṇabhadra, Baoyun, Puti, and Fayong",1
隱覆於他,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺知色貪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
開引利眾生禪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
通達現見觀察,"Guṇabhadra, Baoyun, Puti, and Fayong",1
自在造作化如意,"Guṇabhadra, Baoyun, Puti, and Fayong",1
少智惡智,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不棄法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
優檀那句,"Guṇabhadra, Baoyun, Puti, and Fayong",1
安隱際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
優波先那,"Guṇabhadra, Baoyun, Puti, and Fayong",1
眾生常惱亂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無始無作,"Guṇabhadra, Baoyun, Puti, and Fayong",1
常轉戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
月譬住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺知因盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
精進樂獨住者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
六師攝,"Guṇabhadra, Baoyun, Puti, and Fayong",1
業愛無知,"Guṇabhadra, Baoyun, Puti, and Fayong",1
關閉根門,"Guṇabhadra, Baoyun, Puti, and Fayong",1
當有所作,"Guṇabhadra, Baoyun, Puti, and Fayong",1
名相計著相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
勤修正方便,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無所有妄想計著,"Guṇabhadra, Baoyun, Puti, and Fayong",1
讚歎正見功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
摩㝹闍,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正受而住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
未來得正對治,"Guṇabhadra, Baoyun, Puti, and Fayong",1
緣散即磨滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
世間賊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
成就有餘功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
受受觀念住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
沙門果報,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善修諸根,"Guṇabhadra, Baoyun, Puti, and Fayong",1
忌諱吉慶見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
如實正慧等見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
言說妄想相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
一切惡趣盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有身集邊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覆為蓋,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正士建立處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
邪物,"Guṇabhadra, Baoyun, Puti, and Fayong",1
超踰死魔境,"Guṇabhadra, Baoyun, Puti, and Fayong",1
九道流諸漏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
長爪外道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
懈怠犯戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無知證,"Guṇabhadra, Baoyun, Puti, and Fayong",1
憂喜先已離,"Guṇabhadra, Baoyun, Puti, and Fayong",1
嶮惡世,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心解脫身作證,"Guṇabhadra, Baoyun, Puti, and Fayong",1
賢聖五部眾,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無邊黑闇,"Guṇabhadra, Baoyun, Puti, and Fayong",1
波毘瘦㝹,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法無我見淨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
係念明想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
八吉祥經,"Guṇabhadra, Baoyun, Puti, and Fayong",1
儀雅鵝王趍,"Guṇabhadra, Baoyun, Puti, and Fayong",1
當來有結,"Guṇabhadra, Baoyun, Puti, and Fayong",1
禪思樂山林,"Guṇabhadra, Baoyun, Puti, and Fayong",1
新諸受不生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
索然頓滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
揵陀疊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
永以不還滿,"Guṇabhadra, Baoyun, Puti, and Fayong",1
清涼涅槃道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無間悉檀,"Guṇabhadra, Baoyun, Puti, and Fayong",1
仙人之上首,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善見因,"Guṇabhadra, Baoyun, Puti, and Fayong",1
煩惱障業習氣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
戒取縛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
治飢渴病故,"Guṇabhadra, Baoyun, Puti, and Fayong",1
人天五欲功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善化樂天王,"Guṇabhadra, Baoyun, Puti, and Fayong",1
伽梨隸講堂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
威儀攝諸根,"Guṇabhadra, Baoyun, Puti, and Fayong",1
苦集趣道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
好說惡說堪能解義,"Guṇabhadra, Baoyun, Puti, and Fayong",1
危嶮行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
涅槃不墮數,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大仙人尊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非日月星宿,"Guṇabhadra, Baoyun, Puti, and Fayong",1
微塵毛孔俱生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無明諍,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無澤大地獄,"Guṇabhadra, Baoyun, Puti, and Fayong",1
五濁國土,"Guṇabhadra, Baoyun, Puti, and Fayong",1
水一切入處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
自性清淨藏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
絕悕望,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不墮於眾數,"Guṇabhadra, Baoyun, Puti, and Fayong",1
內纏纏眾生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
度疑不由於他,"Guṇabhadra, Baoyun, Puti, and Fayong",1
成就思議功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
調伏隨學,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法盡之相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
世尊法子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
世人顛倒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無漏思惟相應,"Guṇabhadra, Baoyun, Puti, and Fayong",1
次第不受根起,"Guṇabhadra, Baoyun, Puti, and Fayong",1
度流淵,"Guṇabhadra, Baoyun, Puti, and Fayong",1
厭離於生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善解治眾病,"Guṇabhadra, Baoyun, Puti, and Fayong",1
四轉九門,"Guṇabhadra, Baoyun, Puti, and Fayong",1
長淪沒溺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
聖漏盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
見人殺生心隨歡喜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
內受受觀,"Guṇabhadra, Baoyun, Puti, and Fayong",1
寂默之車,"Guṇabhadra, Baoyun, Puti, and Fayong",1
隨使死,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不生嫉想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
煩惱重擔,"Guṇabhadra, Baoyun, Puti, and Fayong",1
閑居寂靜樂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
究竟歸依,"Guṇabhadra, Baoyun, Puti, and Fayong",1
歡喜覺分,"Guṇabhadra, Baoyun, Puti, and Fayong",1
習當斷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心不繫念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
持殺戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
十二頭陀沙門行法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死智證通,"Guṇabhadra, Baoyun, Puti, and Fayong",1
幻積聚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心隨覺自在,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善男子善男子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
脫諸防邏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
依猗於四,"Guṇabhadra, Baoyun, Puti, and Fayong",1
普哀諸世間,"Guṇabhadra, Baoyun, Puti, and Fayong",1
度諸恐怖,"Guṇabhadra, Baoyun, Puti, and Fayong",1
神變月,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不復起於血氣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
牟尼鉢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
攝受不覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
剎那不善心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
堅固界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
外道凡夫之數,"Guṇabhadra, Baoyun, Puti, and Fayong",1
僧迦奢國,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有盡大仙人,"Guṇabhadra, Baoyun, Puti, and Fayong",1
身口意行滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
護心正念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大智身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
獨生獨死,"Guṇabhadra, Baoyun, Puti, and Fayong",1
調伏止息寂靜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
四八大人相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
言無信用,"Guṇabhadra, Baoyun, Puti, and Fayong",1
超越一切生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
聖久涅槃,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有漏斷知,"Guṇabhadra, Baoyun, Puti, and Fayong",1
繫念待時滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
分別記說,"Guṇabhadra, Baoyun, Puti, and Fayong",1
梵行顯示,"Guṇabhadra, Baoyun, Puti, and Fayong",1
勝妙住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
涅槃之徑路,"Guṇabhadra, Baoyun, Puti, and Fayong",1
空最麁,"Guṇabhadra, Baoyun, Puti, and Fayong",1
牟尼之正受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不傾動法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷知法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
攝心繫念不忘,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生天福事,"Guṇabhadra, Baoyun, Puti, and Fayong",1
凡俗見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
樂行捨法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
計著愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷五捨於五,"Guṇabhadra, Baoyun, Puti, and Fayong",1
分別無性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
摧伏魔怨敵,"Guṇabhadra, Baoyun, Puti, and Fayong",1
沙門患,"Guṇabhadra, Baoyun, Puti, and Fayong",1
慶吉保惜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
八聖水,"Guṇabhadra, Baoyun, Puti, and Fayong",1
轉生善戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
卑下類,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺諸覺滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
涅槃喜樂處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無悲方便,"Guṇabhadra, Baoyun, Puti, and Fayong",1
婆留那天子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
純一苦聚集,"Guṇabhadra, Baoyun, Puti, and Fayong",1
明者稱譽戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
多起諸艱難,"Guṇabhadra, Baoyun, Puti, and Fayong",1
少施收大利,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諦義說法說,"Guṇabhadra, Baoyun, Puti, and Fayong",1
畢竟不復生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大種性自性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
必定正趣三菩提,"Guṇabhadra, Baoyun, Puti, and Fayong",1
智慧已具備,"Guṇabhadra, Baoyun, Puti, and Fayong",1
繫正念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
蛇行法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
造作界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
邪見虎狼禽獸,"Guṇabhadra, Baoyun, Puti, and Fayong",1
四種增上心法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法軛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善法水,"Guṇabhadra, Baoyun, Puti, and Fayong",1
天身委地,"Guṇabhadra, Baoyun, Puti, and Fayong",1
最勝離諸漏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
鼻觸生受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
緣觸觸生受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
牟尼法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
耶舍舍羅迦毘訶利,"Guṇabhadra, Baoyun, Puti, and Fayong",1
寒林中塜間,"Guṇabhadra, Baoyun, Puti, and Fayong",1
讚歎殺生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不還受身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心行息出息,"Guṇabhadra, Baoyun, Puti, and Fayong",1
麁煩惱纏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
貪欲流出,"Guṇabhadra, Baoyun, Puti, and Fayong",1
身內入處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
處非處如實知,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不生忿恨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
永滅諸愛欲,"Guṇabhadra, Baoyun, Puti, and Fayong",1
後夜不著睡眠,"Guṇabhadra, Baoyun, Puti, and Fayong",1
超二見境界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無間樂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
男女及不男,"Guṇabhadra, Baoyun, Puti, and Fayong",1
商賈客,"Guṇabhadra, Baoyun, Puti, and Fayong",1
六界身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
離不與取戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
利妄想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
肝栗大,"Guṇabhadra, Baoyun, Puti, and Fayong",1
離妄想者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
淨命活,"Guṇabhadra, Baoyun, Puti, and Fayong",1
第六意入處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非焰,"Guṇabhadra, Baoyun, Puti, and Fayong",1
專精勝進,"Guṇabhadra, Baoyun, Puti, and Fayong",1
明行具足者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有因有緣眾生有垢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法愛愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
第一知見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
減而不增,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無量四聖諦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
瞋恚兇暴,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大乘諦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
兔無角想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
牟尼度彼岸,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷戒瓔珞,"Guṇabhadra, Baoyun, Puti, and Fayong",1
跋迦梨修多羅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無所有心三昧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
恒水洪流,"Guṇabhadra, Baoyun, Puti, and Fayong",1
增上心清淨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
波羅延憂陀耶,"Guṇabhadra, Baoyun, Puti, and Fayong",1
捨樂不樂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
如來知道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不取形相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有身勝欲,"Guṇabhadra, Baoyun, Puti, and Fayong",1
淳陀長者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
漏盡身作證,"Guṇabhadra, Baoyun, Puti, and Fayong",1
宗重心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不著乞食,"Guṇabhadra, Baoyun, Puti, and Fayong",1
口行惡行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
殺根本法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
手灌頂神力,"Guṇabhadra, Baoyun, Puti, and Fayong",1
一切法離言說空,"Guṇabhadra, Baoyun, Puti, and Fayong",1
治中之最上,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無量法喜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
愛喜集,"Guṇabhadra, Baoyun, Puti, and Fayong",1
煩惱諸流,"Guṇabhadra, Baoyun, Puti, and Fayong",1
純陀沙彌,"Guṇabhadra, Baoyun, Puti, and Fayong",1
兩腋下滿如摩尼珠,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非有他世死,"Guṇabhadra, Baoyun, Puti, and Fayong",1
內縛所縛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
慚愧軟下,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有身苦邊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
積德成佛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
消滅不起,"Guṇabhadra, Baoyun, Puti, and Fayong",1
寂靜捨住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷上煩惱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷憂悲,"Guṇabhadra, Baoyun, Puti, and Fayong",1
毀正法輪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
本欲心狂惑,"Guṇabhadra, Baoyun, Puti, and Fayong",1
腐敗種子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
末迦利瞿舍梨子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
俗人禮法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
難見際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
解脫知見勝,"Guṇabhadra, Baoyun, Puti, and Fayong",1
宿習之緣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非揵闥婆,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有後無後,"Guṇabhadra, Baoyun, Puti, and Fayong",1
如來心地要門,"Guṇabhadra, Baoyun, Puti, and Fayong",1
愛識河水流,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有有有苦樂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不厭離想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
上昇進道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善調伏見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
癡愛業因,"Guṇabhadra, Baoyun, Puti, and Fayong",1
欣悅食,"Guṇabhadra, Baoyun, Puti, and Fayong",1
三昧樂正受意生身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
精進長養善法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
愛念著,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心法馳覺想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大空法經,"Guṇabhadra, Baoyun, Puti, and Fayong",1
熾燃生死,"Guṇabhadra, Baoyun, Puti, and Fayong",1
慈心無害想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
足下千輻網輪輪相具足,"Guṇabhadra, Baoyun, Puti, and Fayong",1
師子勝相剎,"Guṇabhadra, Baoyun, Puti, and Fayong",1
汲水輪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
天帝釋子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
弗迦羅娑梨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
見佛供養清淨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
剎利大性家,"Guṇabhadra, Baoyun, Puti, and Fayong",1
安詳龍象行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非非有無他世死,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不捨壽命,"Guṇabhadra, Baoyun, Puti, and Fayong",1
崇遠離,"Guṇabhadra, Baoyun, Puti, and Fayong",1
釋氏沙羅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
阿練若床座,"Guṇabhadra, Baoyun, Puti, and Fayong",1
天五使經,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無畏師子遊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
慳著垢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
智等覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
還復受諸有,"Guṇabhadra, Baoyun, Puti, and Fayong",1
牛有角想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
烟塵起,"Guṇabhadra, Baoyun, Puti, and Fayong",1
微細住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
七種性自性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
入流分,"Guṇabhadra, Baoyun, Puti, and Fayong",1
戒取身觸,"Guṇabhadra, Baoyun, Puti, and Fayong",1
因緣雜亂說,"Guṇabhadra, Baoyun, Puti, and Fayong",1
從正法生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善投眾生藥,"Guṇabhadra, Baoyun, Puti, and Fayong",1
盡諸生死,"Guṇabhadra, Baoyun, Puti, and Fayong",1
藏識轉識浪生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
藥樹身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
清淨信樂心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
內思惟繫念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
欲火熾燃,"Guṇabhadra, Baoyun, Puti, and Fayong",1
叉摩經,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無兔角橫法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不起心漏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
聲聞牟尼,"Guṇabhadra, Baoyun, Puti, and Fayong",1
專一其心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
死生去來,"Guṇabhadra, Baoyun, Puti, and Fayong",1
見滅道跡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
順流道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
微細祕密愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
喜貪盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
第一拔利箭,"Guṇabhadra, Baoyun, Puti, and Fayong",1
二空智,"Guṇabhadra, Baoyun, Puti, and Fayong",1
利眾生緣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
