czjj_no,title_zh,taisho_no,attribution,term,term_introduced_by
70,義足經,T 198 (2),Zhi Qian,禮佛足,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,威神,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,繞佛,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,禪,An Shigao
70,義足經,T 198 (2),Zhi Qian,無常,An Shigao
70,義足經,T 198 (2),Zhi Qian,苦,An Shigao
70,義足經,T 198 (2),Zhi Qian,非我,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,溝港道,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,證,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,攝神足,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,七寶,An Shigao
70,義足經,T 198 (2),Zhi Qian,金輪王,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,衣法衣,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無髮,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,優曇滿樹,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,布施,An Shigao
70,義足經,T 198 (2),Zhi Qian,持戒,An Shigao
70,義足經,T 198 (2),Zhi Qian,天徑,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,苦諦,An Shigao
70,義足經,T 198 (2),Zhi Qian,習,An Shigao
70,義足經,T 198 (2),Zhi Qian,盡,An Shigao
70,義足經,T 198 (2),Zhi Qian,道諦,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,歸佛,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,歸法,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,歸比丘僧,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,頻來,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不還道,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,偏袒,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,慈哀,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,福想,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不死,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,戒海,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,善行,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無穢,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,慧船,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,三界,An Shigao
70,義足經,T 198 (2),Zhi Qian,三界師,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,自在定,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,明慧,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無垢心,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,覺身,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,淨,An Shigao
70,義足經,T 198 (2),Zhi Qian,道德,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,神行,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,恩愛,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,淨戒,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,淨慧,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,淨法,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,相,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,諦,An Shigao
70,義足經,T 198 (2),Zhi Qian,無師,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,釋家子,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,恚火,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,惱,An Shigao
70,義足經,T 198 (2),Zhi Qian,智慧,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,精進,An Shigao
70,義足經,T 198 (2),Zhi Qian,念,An Shigao
70,義足經,T 198 (2),Zhi Qian,善念,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,意念,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,道德,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,果,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,業,An Shigao
70,義足經,T 198 (2),Zhi Qian,聖象,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,慈心,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,愚癡人,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,講堂,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,胎,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,直見,An Shigao
70,義足經,T 198 (2),Zhi Qian,善,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,佛足,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,摩尼花,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,應器,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,凡人,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,四飯本,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,三毒,An Shigao
70,義足經,T 198 (2),Zhi Qian,根,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,六達,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,沙門,An Shigao
70,義足經,T 198 (2),Zhi Qian,遮加越王,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,閻浮樹,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,菩薩,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,自恣,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不殺戒,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不盜戒,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不婬戒,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不欺戒,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不飲酒戒,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,佛,An Shigao
71,阿難四事經,T 493,Zhi Qian,阿難,An Shigao
71,阿難四事經,T 493,Zhi Qian,滅度,An Shigao
71,阿難四事經,T 493,Zhi Qian,沙門,An Shigao
71,阿難四事經,T 493,Zhi Qian,應真,Kang Mengxiang
71,阿難四事經,T 493,Zhi Qian,五戒,Lokakṣema 
71,阿難四事經,T 493,Zhi Qian,五濁,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,經籍,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,典籍,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,六度大法,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,大法,Lokakṣema 
71,阿難四事經,T 493,Zhi Qian,得道,An Shigao
71,阿難四事經,T 493,Zhi Qian,佛身,Lokakṣema 
71,阿難四事經,T 493,Zhi Qian,世尊,Lokakṣema 
71,阿難四事經,T 493,Zhi Qian,無常,An Shigao
71,阿難四事經,T 493,Zhi Qian,宿行,Kang Mengxiang
71,阿難四事經,T 493,Zhi Qian,經道,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,佛明教,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,空,An Shigao
71,阿難四事經,T 493,Zhi Qian,真諦,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,三塗,Kang Mengxiang
71,阿難四事經,T 493,Zhi Qian,布施,An Shigao
71,阿難四事經,T 493,Zhi Qian,開士,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,弘道,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,四等心,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,慈悲喜護,Lokakṣema 
71,阿難四事經,T 493,Zhi Qian,三尊,Kang Mengxiang
71,阿難四事經,T 493,Zhi Qian,梵志,Kang Mengxiang
71,阿難四事經,T 493,Zhi Qian,法律,Kang Mengxiang
71,阿難四事經,T 493,Zhi Qian,應器,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,坐禪念定,Zhi Qian
71,阿難四事經,T 493,Zhi Qian,供養,An Shigao
71,阿難四事經,T 493,Zhi Qian,作禮,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,菩薩,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,優婆塞,An Shigao
72,差摩竭經,T 533,Zhi Qian,佛,An Shigao
72,差摩竭經,T 533,Zhi Qian,比丘,An Shigao
72,差摩竭經,T 533,Zhi Qian,迦維羅衛國,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,釋氏,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,精廬,Kang Mengxiang
72,差摩竭經,T 533,Zhi Qian,尼拘類樹,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,稽首,Kang Mengxiang
72,差摩竭經,T 533,Zhi Qian,無上正真之道,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,三十二相,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,八難,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,諸法,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,空行,An Shigao
72,差摩竭經,T 533,Zhi Qian,不起法忍,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,沙門,An Shigao
72,差摩竭經,T 533,Zhi Qian,犯戒,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,忍辱,An Shigao
72,差摩竭經,T 533,Zhi Qian,惡道,An Shigao
72,差摩竭經,T 533,Zhi Qian,開士,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,大慈,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,邪見,An Shigao
72,差摩竭經,T 533,Zhi Qian,貪,An Shigao
72,差摩竭經,T 533,Zhi Qian,獄苦,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,戒德本,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,明經,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,菩薩道,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,護法,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,布施,An Shigao
72,差摩竭經,T 533,Zhi Qian,梵志,Kang Mengxiang
72,差摩竭經,T 533,Zhi Qian,慈心,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,大悲,Kang Mengxiang
72,差摩竭經,T 533,Zhi Qian,化人,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,無所從生法樂,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,無我,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,魔,An Shigao
72,差摩竭經,T 533,Zhi Qian,外道,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,欲天,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,無所從生法,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,不退轉,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,無量壽佛,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,清淨國,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,佛法,An Shigao
72,差摩竭經,T 533,Zhi Qian,恒沙,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,劫,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,阿難,An Shigao
72,差摩竭經,T 533,Zhi Qian,五度無極,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,三惡道,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,四輩弟子,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,龍神,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,受持,Zhi Qian
72,差摩竭經,T 533,Zhi Qian,聞如是,An Shigao
72,差摩竭經,T 533,Zhi Qian,清信士,Lokakṣema 
72,差摩竭經,T 533,Zhi Qian,清信女,Zhi Qian
74,七女經,T 556,Zhi Qian,佛,An Shigao
74,七女經,T 556,Zhi Qian,經,An Shigao
74,七女經,T 556,Zhi Qian,居士,Lokakṣema 
74,七女經,T 556,Zhi Qian,聞如是,An Shigao
74,七女經,T 556,Zhi Qian,羅漢,Lokakṣema 
74,七女經,T 556,Zhi Qian,菩薩,Lokakṣema 
74,七女經,T 556,Zhi Qian,天,An Shigao
74,七女經,T 556,Zhi Qian,龍,Lokakṣema 
74,七女經,T 556,Zhi Qian,鬼神,Lokakṣema 
74,七女經,T 556,Zhi Qian,婆羅門,An Shigao
74,七女經,T 556,Zhi Qian,佛法,An Shigao
74,七女經,T 556,Zhi Qian,迦羅越,Lokakṣema 
74,七女經,T 556,Zhi Qian,祇樹園,Zhi Qian
74,七女經,T 556,Zhi Qian,說法,An Shigao
74,七女經,T 556,Zhi Qian,作禮,Lokakṣema 
74,七女經,T 556,Zhi Qian,瞿曇,Kang Mengxiang
74,七女經,T 556,Zhi Qian,綺語,An Shigao
74,七女經,T 556,Zhi Qian,布施,An Shigao
74,七女經,T 556,Zhi Qian,法,An Shigao
74,七女經,T 556,Zhi Qian,比丘僧,An Shigao
74,七女經,T 556,Zhi Qian,二言,Zhi Qian
74,七女經,T 556,Zhi Qian,比丘,An Shigao
74,七女經,T 556,Zhi Qian,優婆塞,An Shigao
74,七女經,T 556,Zhi Qian,精舍,Kang Mengxiang
74,七女經,T 556,Zhi Qian,優婆夷,Lokakṣema 
74,七女經,T 556,Zhi Qian,比丘尼,Lokakṣema 
74,七女經,T 556,Zhi Qian,沙門尼,Zhi Qian
74,七女經,T 556,Zhi Qian,佛正法,Zhi Qian
74,七女經,T 556,Zhi Qian,齋戒,Zhi Qian
74,七女經,T 556,Zhi Qian,偈,Lokakṣema 
74,七女經,T 556,Zhi Qian,魂魄,Zhi Qian
74,七女經,T 556,Zhi Qian,忉利天,Lokakṣema 
74,七女經,T 556,Zhi Qian,釋提桓因,Lokakṣema 
74,七女經,T 556,Zhi Qian,梵天,Lokakṣema 
74,七女經,T 556,Zhi Qian,四天王,Lokakṣema 
74,七女經,T 556,Zhi Qian,迦葉佛,Lokakṣema 
74,七女經,T 556,Zhi Qian,辟支佛,An Shigao
74,七女經,T 556,Zhi Qian,佛剎,Lokakṣema 
74,七女經,T 556,Zhi Qian,阿耨多羅三藐三菩提心,Zhi Qian
74,七女經,T 556,Zhi Qian,阿耨多羅三藐三菩提,Lokakṣema 
74,七女經,T 556,Zhi Qian,劫,Lokakṣema 
74,七女經,T 556,Zhi Qian,作佛,Zhi Qian
74,七女經,T 556,Zhi Qian,般泥洹,Lokakṣema 
74,七女經,T 556,Zhi Qian,經道,Zhi Qian
74,七女經,T 556,Zhi Qian,阿惟越致,Lokakṣema 
74,七女經,T 556,Zhi Qian,塵垢,Zhi Qian
74,七女經,T 556,Zhi Qian,法眼,Kang Mengxiang
74,七女經,T 556,Zhi Qian,非常,An Shigao
74,七女經,T 556,Zhi Qian,愚癡,An Shigao
74,七女經,T 556,Zhi Qian,十二因緣,An Shigao
74,七女經,T 556,Zhi Qian,生死,An Shigao
74,七女經,T 556,Zhi Qian,苦痛,An Shigao
74,七女經,T 556,Zhi Qian,泥犁,Lokakṣema 
74,七女經,T 556,Zhi Qian,威神,Lokakṣema 
74,七女經,T 556,Zhi Qian,寶蓋,Zhi Qian
74,七女經,T 556,Zhi Qian,三千大千剎土,Lokakṣema 
74,七女經,T 556,Zhi Qian,禪,An Shigao
74,七女經,T 556,Zhi Qian,羅漢道,Lokakṣema 
74,七女經,T 556,Zhi Qian,須陀洹道,Lokakṣema 
75,八師經,T 581,Zhi Qian,佛,An Shigao
75,八師經,T 581,Zhi Qian,八師,Zhi Qian
75,八師經,T 581,Zhi Qian,經,An Shigao
75,八師經,T 581,Zhi Qian,居士,Lokakṣema 
75,八師經,T 581,Zhi Qian,天尊,Kang Mengxiang
75,八師經,T 581,Zhi Qian,佛道,Lokakṣema 
75,八師經,T 581,Zhi Qian,度生,Zhi Qian
75,八師經,T 581,Zhi Qian,諸天,Lokakṣema 
75,八師經,T 581,Zhi Qian,大行,Zhi Qian
75,八師經,T 581,Zhi Qian,得道,An Shigao
75,八師經,T 581,Zhi Qian,地獄,An Shigao
75,八師經,T 581,Zhi Qian,餓鬼,An Shigao
75,八師經,T 581,Zhi Qian,畜生,An Shigao
75,八師經,T 581,Zhi Qian,慈心,Lokakṣema 
75,八師經,T 581,Zhi Qian,魔,An Shigao
75,八師經,T 581,Zhi Qian,盜,An Shigao
75,八師經,T 581,Zhi Qian,宿債,Zhi Qian
75,八師經,T 581,Zhi Qian,學道,Zhi Qian
75,八師經,T 581,Zhi Qian,邪婬,Zhi Qian
75,八師經,T 581,Zhi Qian,賢眾,Zhi Qian
75,八師經,T 581,Zhi Qian,惡道,An Shigao
75,八師經,T 581,Zhi Qian,棄家,An Shigao
75,八師經,T 581,Zhi Qian,惡口,An Shigao
75,八師經,T 581,Zhi Qian,兩舌,An Shigao
75,八師經,T 581,Zhi Qian,妄言,An Shigao
75,八師經,T 581,Zhi Qian,綺語,An Shigao
75,八師經,T 581,Zhi Qian,三尊,Kang Mengxiang
75,八師經,T 581,Zhi Qian,癡,An Shigao
75,八師經,T 581,Zhi Qian,淨口,Zhi Qian
75,八師經,T 581,Zhi Qian,八音聲,Zhi Qian
75,八師經,T 581,Zhi Qian,酒,Zhi Qian
75,八師經,T 581,Zhi Qian,濟群生,Zhi Qian
75,八師經,T 581,Zhi Qian,淨慧,Zhi Qian
75,八師經,T 581,Zhi Qian,八難,Zhi Qian
75,八師經,T 581,Zhi Qian,覺道,Zhi Qian
75,八師經,T 581,Zhi Qian,無常,An Shigao
75,八師經,T 581,Zhi Qian,四大,Lokakṣema 
75,八師經,T 581,Zhi Qian,三界,An Shigao
75,八師經,T 581,Zhi Qian,因緣,An Shigao
75,八師經,T 581,Zhi Qian,泥洹,An Shigao
75,八師經,T 581,Zhi Qian,道迹,Lokakṣema 
75,八師經,T 581,Zhi Qian,五戒,Lokakṣema 
75,八師經,T 581,Zhi Qian,清信士,Lokakṣema 
75,八師經,T 581,Zhi Qian,不殺,Zhi Qian
75,八師經,T 581,Zhi Qian,不盜,Zhi Qian
75,八師經,T 581,Zhi Qian,不婬,Zhi Qian
75,八師經,T 581,Zhi Qian,不欺,Zhi Qian
75,八師經,T 581,Zhi Qian,不醉,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,佛,An Shigao
76,釋摩男經,T 54,Zhi Qian,經,An Shigao
76,釋摩男經,T 54,Zhi Qian,居士,Lokakṣema 
76,釋摩男經,T 54,Zhi Qian,釋羈瘦國,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,迦維羅衛兜國,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,泥拘類園,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,釋人,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,佛足為禮,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,三態,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,婬態,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,怒態,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,癡態,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,婬心,Kang Mengxiang
76,釋摩男經,T 54,Zhi Qian,怒心,Kang Mengxiang
76,釋摩男經,T 54,Zhi Qian,癡心,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,貪心,Kang Mengxiang
76,釋摩男經,T 54,Zhi Qian,比丘,An Shigao
76,釋摩男經,T 54,Zhi Qian,阿羅漢道,Lokakṣema 
76,釋摩男經,T 54,Zhi Qian,佛道,Lokakṣema 
76,釋摩男經,T 54,Zhi Qian,菩薩,Lokakṣema 
76,釋摩男經,T 54,Zhi Qian,阿羅漢,Lokakṣema 
76,釋摩男經,T 54,Zhi Qian,五樂,An Shigao
76,釋摩男經,T 54,Zhi Qian,貪婬,An Shigao
76,釋摩男經,T 54,Zhi Qian,生死,An Shigao
76,釋摩男經,T 54,Zhi Qian,地獄,An Shigao
76,釋摩男經,T 54,Zhi Qian,沙門,An Shigao
76,釋摩男經,T 54,Zhi Qian,婆羅門,An Shigao
76,釋摩男經,T 54,Zhi Qian,無為之道,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,生死之道,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,王舍國,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,尼揵種,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,先世,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,法,An Shigao
76,釋摩男經,T 54,Zhi Qian,沙門瞿曇,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,學道,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,五戒,Lokakṣema 
76,釋摩男經,T 54,Zhi Qian,不殺,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,不盜,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,不犯他家婦女,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,不欺,Zhi Qian
76,釋摩男經,T 54,Zhi Qian,不飲酒,Kang Mengxiang
76,釋摩男經,T 54,Zhi Qian,佛教,An Shigao
76,釋摩男經,T 54,Zhi Qian,經典,Zhi Qian
77,孛抄經,T 790,Zhi Qian,佛,An Shigao
77,孛抄經,T 790,Zhi Qian,居士,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,五戒,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,不殺,Zhi Qian
77,孛抄經,T 790,Zhi Qian,不盜,Zhi Qian
77,孛抄經,T 790,Zhi Qian,不婬,Zhi Qian
77,孛抄經,T 790,Zhi Qian,不欺,Zhi Qian
77,孛抄經,T 790,Zhi Qian,不飲酒,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,見諦,Zhi Qian
77,孛抄經,T 790,Zhi Qian,布施,An Shigao
77,孛抄經,T 790,Zhi Qian,精舍,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,沙門,An Shigao
77,孛抄經,T 790,Zhi Qian,道,An Shigao
77,孛抄經,T 790,Zhi Qian,異道,Zhi Qian
77,孛抄經,T 790,Zhi Qian,女弟子,Zhi Qian
77,孛抄經,T 790,Zhi Qian,得道,An Shigao
77,孛抄經,T 790,Zhi Qian,地獄,An Shigao
77,孛抄經,T 790,Zhi Qian,清信士,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,作禮,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,菩薩道,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,慈心,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,梵志,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,聖人,Zhi Qian
77,孛抄經,T 790,Zhi Qian,四意止,An Shigao
77,孛抄經,T 790,Zhi Qian,慈眾生,Zhi Qian
77,孛抄經,T 790,Zhi Qian,悲世間,Zhi Qian
77,孛抄經,T 790,Zhi Qian,解道意,Zhi Qian
77,孛抄經,T 790,Zhi Qian,諸佛,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,貪婬,An Shigao
77,孛抄經,T 790,Zhi Qian,恚怒,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,癡念,Zhi Qian
77,孛抄經,T 790,Zhi Qian,五欲,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,智慧,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,方便之道,Zhi Qian
77,孛抄經,T 790,Zhi Qian,十善,An Shigao
77,孛抄經,T 790,Zhi Qian,道德,Zhi Qian
77,孛抄經,T 790,Zhi Qian,行道得道,Zhi Qian
77,孛抄經,T 790,Zhi Qian,生天,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,四道,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,食鉢,Zhi Qian
77,孛抄經,T 790,Zhi Qian,水瓶,Zhi Qian
77,孛抄經,T 790,Zhi Qian,革蓰,Zhi Qian
77,孛抄經,T 790,Zhi Qian,繖蓋,Zhi Qian
77,孛抄經,T 790,Zhi Qian,漉水之囊,Zhi Qian
77,孛抄經,T 790,Zhi Qian,盛有衰,Zhi Qian
77,孛抄經,T 790,Zhi Qian,合會有離,Zhi Qian
77,孛抄經,T 790,Zhi Qian,德本,Zhi Qian
77,孛抄經,T 790,Zhi Qian,經戒,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,佛三寶,Zhi Qian
77,孛抄經,T 790,Zhi Qian,制慾怒癡,Zhi Qian
77,孛抄經,T 790,Zhi Qian,四等心,Zhi Qian
77,孛抄經,T 790,Zhi Qian,惡道,An Shigao
77,孛抄經,T 790,Zhi Qian,學道不信難,Zhi Qian
77,孛抄經,T 790,Zhi Qian,惡望生天難,Zhi Qian
77,孛抄經,T 790,Zhi Qian,生值佛時難,Zhi Qian
77,孛抄經,T 790,Zhi Qian,得聞佛法難,Zhi Qian
77,孛抄經,T 790,Zhi Qian,受行成就難,Zhi Qian
77,孛抄經,T 790,Zhi Qian,泥洹,An Shigao
77,孛抄經,T 790,Zhi Qian,滅度,An Shigao
77,孛抄經,T 790,Zhi Qian,貪欲,An Shigao
77,孛抄經,T 790,Zhi Qian,罪福,Kang Mengxiang
77,孛抄經,T 790,Zhi Qian,魂神,Zhi Qian
77,孛抄經,T 790,Zhi Qian,轉生不斷,Zhi Qian
77,孛抄經,T 790,Zhi Qian,聖語,Zhi Qian
77,孛抄經,T 790,Zhi Qian,報,Zhi Qian
77,孛抄經,T 790,Zhi Qian,宿命,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,行惡,Zhi Qian
77,孛抄經,T 790,Zhi Qian,積德,Zhi Qian
77,孛抄經,T 790,Zhi Qian,無央數劫,Zhi Qian
77,孛抄經,T 790,Zhi Qian,得佛,Zhi Qian
77,孛抄經,T 790,Zhi Qian,經法,Lokakṣema 
77,孛抄經,T 790,Zhi Qian,精進,An Shigao
77,孛抄經,T 790,Zhi Qian,踐道迹,Zhi Qian
77,孛抄經,T 790,Zhi Qian,禪思,Zhi Qian
77,孛抄經,T 790,Zhi Qian,天人,Lokakṣema 
78,明度經,T 225 (1),,佛,An Shigao
78,明度經,T 225 (1),,比丘,An Shigao
78,明度經,T 225 (1),,菩薩,Lokakṣema 
78,明度經,T 225 (1),,大士,Lokakṣema 
78,明度經,T 225 (1),,居士,Lokakṣema 
78,明度經,T 225 (1),,賢者,An Shigao
78,明度經,T 225 (1),,經,An Shigao
78,明度經,T 225 (1),,法,An Shigao
78,明度經,T 225 (1),,空,An Shigao
78,明度經,T 225 (1),,不願,An Shigao
78,明度經,T 225 (1),,無想,Lokakṣema 
78,明度經,T 225 (1),,寂定,Lokakṣema 
78,明度經,T 225 (1),,漏盡,
78,明度經,T 225 (1),,結解,Kang Mengxiang
78,明度經,T 225 (1),,得道,An Shigao
78,明度經,T 225 (1),,泥曰,Zhi Qian
78,明度經,T 225 (1),,如來,An Shigao
78,明度經,T 225 (1),,五陰,An Shigao
78,明度經,T 225 (1),,六衰,An Shigao
78,明度經,T 225 (1),,十二緣起,
78,明度經,T 225 (1),,不退轉,Lokakṣema 
78,明度經,T 225 (1),,弟子地,
78,明度經,T 225 (1),,緣一覺地,Lokakṣema 
78,明度經,T 225 (1),,佛地,Lokakṣema 
78,明度經,T 225 (1),,善權,
78,明度經,T 225 (1),,十力,Kang Mengxiang
78,明度經,T 225 (1),,無畏,An Shigao
78,明度經,T 225 (1),,佛十八不絕之法,
78,明度經,T 225 (1),,相好,Lokakṣema 
78,明度經,T 225 (1),,佛剎,Lokakṣema 
78,明度經,T 225 (1),,智慧,Lokakṣema 
78,明度經,T 225 (1),,想行,
78,明度經,T 225 (1),,識,An Shigao
78,明度經,T 225 (1),,一切智,Lokakṣema 
78,明度經,T 225 (1),,凡愚,
78,明度經,T 225 (1),,兩際,
78,明度經,T 225 (1),,諦法,An Shigao
78,明度經,T 225 (1),,名色,An Shigao
78,明度經,T 225 (1),,六根,An Shigao
78,明度經,T 225 (1),,三界,An Shigao
78,明度經,T 225 (1),,惡友,
78,明度經,T 225 (1),,善友,
78,明度經,T 225 (1),,弘誓,
78,明度經,T 225 (1),,鎧,
78,明度經,T 225 (1),,沙門,An Shigao
78,明度經,T 225 (1),,六十二見,Zhi Qian
78,明度經,T 225 (1),,潤,
